ConvertedCompYearly,Age,YearsCode,YearsCodePro,Country,EdLevel,DevType,Employment,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,WebframeHaveWorkedWith,ToolsTechHaveWorkedWith
25596.0,45-54 years old,3,2,Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end;Database administrator;DevOps specialist","Employed, full-time","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'SQL']","['Elasticsearch', 'Microsoft SQL Server', 'MySQL', 'Oracle', 'PostgreSQL']","['AWS', 'Microsoft Azure']","['Angular', 'jQuery', 'Node.js']","['Docker', 'Kubernetes']"
18650.0,35-44 years old,25,15,Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Academic researcher;System administrator","Employed, part-time","['Bash/Shell', 'HTML/CSS', 'JavaScript']","['Cloud Firestore', 'MongoDB']","['Firebase', 'Heroku', 'Linode']","['Node.js', 'React.js']","['Docker', 'Homebrew', 'npm']"
100511.0,25-34 years old,16,12,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Lua', 'Python', 'SQL', 'TypeScript']","['DynamoDB', 'Elasticsearch', 'Neo4j', 'PostgreSQL', 'Redis', 'SQLite']",['AWS'],"['Express', 'Node.js', 'Nuxt.js', 'Vue.js']","['Docker', 'Homebrew', 'npm', 'Unity 3D', 'Yarn']"
73000.0,25-34 years old,4,2,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices","Employed, full-time","['C#', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']","['Cloud Firestore', 'Microsoft SQL Server', 'Firebase Realtime Database']","['Firebase', 'Microsoft Azure']","['ASP.NET', 'ASP.NET Core ', 'jQuery', 'Vue.js']",[]
180000.0,25-34 years old,11,7,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, back-end","Employed, full-time","['Go', 'HTML/CSS', 'JavaScript', 'Python', 'TypeScript']","['DynamoDB', 'MySQL', 'SQLite']","['AWS', 'Google Cloud']","['Django', 'Laravel', 'Node.js', 'React.js', 'Vue.js']","['Ansible', 'Kubernetes']"
180000.0,35-44 years old,23,15,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Developer, back-end;Engineering manager;Senior Executive (C-Suite, VP, etc.)","Employed, full-time","['HTML/CSS', 'JavaScript', 'Ruby']","['PostgreSQL', 'Redis', 'SQLite']","['AWS', 'Heroku', 'Managed Hosting']",['Ruby on Rails'],[]
40205.0,25-34 years old,10,5,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Academic researcher;Other (please specify):;Scientist;System administrator","Employed, full-time","['Fortran', 'HTML/CSS', 'Python']",['SQLite'],[],['Django'],[]
55455.0,25-34 years old,2,1,Nigeria,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time",['Java'],['PostgreSQL'],"['AWS', 'Google Cloud']",[],"['Docker', 'Homebrew']"
65961.0,25-34 years old,11,6,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end","Employed, full-time","['C#', 'Dart', 'Go', 'HTML/CSS', 'JavaScript', 'Python', 'SQL', 'TypeScript']","['Cloud Firestore', 'Microsoft SQL Server', 'PostgreSQL']","['Firebase', 'Microsoft Azure']","['ASP.NET', 'ASP.NET Core ', 'Next.js', 'Node.js', 'React.js', 'Vue.js']","['Docker', 'npm', 'Yarn']"
19346.0,25-34 years old,9,5,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['C', 'C#', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'PowerShell', 'SQL', 'TypeScript', 'VBA']","['Cassandra', 'Microsoft SQL Server', 'MySQL']",[],"['Angular', 'ASP.NET', 'ASP.NET Core ', 'jQuery', 'Node.js']",['npm']
98000.0,35-44 years old,14,10,United States of America,"Associate degree (A.A., A.S., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Designer","Employed, full-time","['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Python', 'SQL', 'TypeScript']","['DynamoDB', 'MariaDB', 'Microsoft SQL Server', 'MySQL']","['AWS', 'Google Cloud']","['Angular', 'ASP.NET', 'Express', 'Node.js', 'Vue.js']","['Docker', 'npm']"
767832.0,35-44 years old,15,7,Germany,"Other doctoral degree (Ph.D., Ed.D., etc.)",Academic researcher;Scientist,"Employed, full-time","['Bash/Shell', 'Fortran', 'JavaScript', 'Python', 'Rust', 'TypeScript']",['SQLite'],[],['Svelte'],[]
117126.0,35-44 years old,25,20,Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;Project manager","Employed, full-time;Independent contractor, freelancer, or self-employed","['HTML/CSS', 'Java', 'JavaScript', 'PHP', 'SQL', 'TypeScript']","['CouchDB', 'MySQL']","['AWS', 'Microsoft Azure']","['Drupal', 'jQuery', 'Laravel', 'React.js', 'Symfony']","['Docker', 'Homebrew', 'npm']"
96300.0,25-34 years old,6,3,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, back-end;Developer, desktop or enterprise applications;Designer","Employed, full-time","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'LISP', 'PowerShell', 'SQL']",['Microsoft SQL Server'],['AWS'],['Vue.js'],['Puppet']
47988.0,25-34 years old,10,6,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end","Independent contractor, freelancer, or self-employed","['JavaScript', 'PHP', 'SQL', 'TypeScript']","['MongoDB', 'PostgreSQL', 'Redis']","['AWS', 'Firebase']","['Angular', 'Fastify', 'Node.js', 'React.js', 'Symfony', 'Vue.js']","['Docker', 'npm', 'Yarn']"
6449.0,25-34 years old,5,3,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack","Employed, full-time","['HTML/CSS', 'Java', 'JavaScript', 'SQL', 'TypeScript']",['MySQL'],[],['Angular'],[]
42648.0,25-34 years old,10,5,France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack;Senior Executive (C-Suite, VP, etc.)","Employed, full-time;Independent contractor, freelancer, or self-employed","['HTML/CSS', 'JavaScript', 'PHP', 'SQL']",['MySQL'],[],"['Express', 'Node.js']","['npm', 'Yarn']"
170000.0,35-44 years old,13,13,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Data or business analyst","Employed, full-time","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Python', 'SQL', 'TypeScript']",['PostgreSQL'],['AWS'],"['Angular.js', 'Flask', 'Vue.js']","['Ansible', 'Docker', 'Homebrew', 'Kubernetes', 'npm']"
99000.0,35-44 years old,21,18,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;Other (please specify):;Data or business analyst","Employed, full-time","['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL']","['Microsoft SQL Server', 'Oracle']",['Microsoft Azure'],"['ASP.NET', 'ASP.NET Core ']",[]
33480.0,35-44 years old,26,20,Hungary,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end;DevOps specialist;Developer, game or graphics;Cloud infrastructure engineer","Employed, full-time","['C#', 'Go', 'Rust']","['Elasticsearch', 'Microsoft SQL Server', 'PostgreSQL', 'Redis', 'SQLite']",['Microsoft Azure'],['ASP.NET Core '],"['Docker', 'Kubernetes', 'Terraform']"
26594.0,35-44 years old,18,14,Poland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Independent contractor, freelancer, or self-employed","['Elixir', 'JavaScript', 'Ruby', 'TypeScript']","['Elasticsearch', 'PostgreSQL', 'Redis']","['AWS', 'Heroku']","['Phoenix', 'React.js', 'Ruby on Rails']","['Docker', 'npm', 'Yarn']"
19200.0,25-34 years old,8,5,Viet Nam,Some college/university study without earning a degree,"Developer, front-end","Employed, full-time","['HTML/CSS', 'JavaScript', 'TypeScript']",[],"['Google Cloud', 'Heroku']",['Vue.js'],"['Docker', 'Kubernetes', 'npm', 'Yarn']"
73584.0,45-54 years old,34,22,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, back-end","Employed, full-time","['JavaScript', 'PHP', 'SQL', 'TypeScript']","['Elasticsearch', 'MongoDB', 'MySQL', 'Redis']",['AWS'],"['jQuery', 'Node.js', 'Vue.js']","['Ansible', 'Docker', 'npm']"
116000.0,35-44 years old,13,8,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile","Employed, full-time","['C#', 'HTML/CSS', 'JavaScript', 'Kotlin', 'PHP', 'Python', 'SQL', 'Swift', 'TypeScript']","['Microsoft SQL Server', 'MongoDB', 'MySQL']","['AWS', 'Microsoft Azure']","['Next.js', 'Node.js', 'React.js']","['Docker', 'Homebrew', 'npm', 'Yarn']"
230000.0,35-44 years old,10,8,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Data scientist or machine learning specialist;Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Engineering manager;Database administrator;Academic researcher;DevOps specialist;Cloud infrastructure engineer;Data or business analyst;Scientist;System administrator","Employed, full-time","['Bash/Shell', 'C', 'C++', 'Go', 'Java', 'JavaScript', 'Kotlin', 'Perl', 'PHP', 'Python', 'Rust', 'Scala', 'SQL', 'TypeScript']","['Elasticsearch', 'MariaDB', 'MySQL', 'Redis', 'SQLite']","['AWS', 'Google Cloud']","['Express', 'FastAPI', 'Flask', 'jQuery', 'Next.js', 'Node.js', 'React.js']","['Docker', 'Kubernetes', 'npm']"
84000.0,25-34 years old,4,3,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, mobile","Employed, full-time","['JavaScript', 'Ruby']","['MySQL', 'PostgreSQL', 'Redis']",['AWS'],"['Node.js', 'React.js', 'Ruby on Rails']","['Docker', 'npm', 'Yarn']"
117308.0,35-44 years old,22,17,Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Engineer, site reliability;Developer, back-end;Engineering manager;Database administrator;Cloud infrastructure engineer;Senior Executive (C-Suite, VP, etc.);System administrator","Independent contractor, freelancer, or self-employed","['Assembly', 'Bash/Shell', 'C', 'C++', 'Clojure', 'Dart', 'Java', 'JavaScript', 'Python', 'SQL']","['Cloud Firestore', 'Elasticsearch', 'MariaDB', 'MongoDB', 'MySQL', 'Neo4j', 'PostgreSQL', 'Firebase Realtime Database', 'SQLite']","['AWS', 'DigitalOcean', 'Firebase', 'Google Cloud', 'Heroku', 'Linode', 'Managed Hosting', 'Microsoft Azure', 'OpenStack']","['Angular', 'Angular.js', 'Django', 'Express', 'Flask', 'Gatsby', 'jQuery', 'Laravel', 'Node.js', 'Play Framework', 'React.js']","['Ansible', 'Docker', 'Homebrew', 'Kubernetes', 'npm', 'Puppet', 'Terraform', 'Yarn']"
48624.0,35-44 years old,20,15,Romania,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Engineering manager,"Employed, full-time",['Java'],['MySQL'],[],[],['Ansible']
85000.0,45-54 years old,28,26,United States of America,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Data or business analyst","Employed, full-time","['C#', 'HTML/CSS', 'Java', 'JavaScript', 'PowerShell', 'SQL']","['Microsoft SQL Server', 'MySQL']",[],"['ASP.NET', 'jQuery']",[]
296720.0,35-44 years old,25,22,Canada,Some college/university study without earning a degree,"Engineer, site reliability;DevOps specialist;Cloud infrastructure engineer;System administrator","Employed, full-time","['Bash/Shell', 'C', 'C++', 'Go', 'HTML/CSS', 'JavaScript', 'PHP', 'Python']","['Couchbase', 'DynamoDB', 'Elasticsearch', 'MariaDB', 'MySQL', 'Redis', 'SQLite']","['AWS', 'Colocation', 'DigitalOcean', 'Linode']",['Laravel'],"['Ansible', 'Docker', 'Homebrew', 'Kubernetes', 'npm', 'Terraform']"
61571.0,45-54 years old,3,2,Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Employed, full-time","['C#', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']",['Microsoft SQL Server'],[],"['ASP.NET', 'ASP.NET Core ', 'jQuery']",['npm']
27727.0,25-34 years old,1,1,Italy,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Student;Designer","Employed, full-time","['HTML/CSS', 'JavaScript', 'Python']",[],[],"['Next.js', 'Node.js', 'React.js']",[]
34548.0,25-34 years old,20,6,Slovakia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, mobile","Independent contractor, freelancer, or self-employed","['Dart', 'HTML/CSS', 'JavaScript', 'PHP', 'SQL']",['MySQL'],"['Firebase', 'Microsoft Azure']","['jQuery', 'React.js']",['npm']
557844.0,35-44 years old,24,22,Portugal,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack","Independent contractor, freelancer, or self-employed;Employed, part-time","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'PHP', 'SQL', 'TypeScript']","['MariaDB', 'MySQL', 'Firebase Realtime Database']","['AWS', 'Google Cloud']","['Laravel', 'Node.js', 'React.js', 'Vue.js']","['Docker', 'npm', 'Terraform']"
24156.0,25-34 years old,10,6,Colombia,"Professional degree (JD, MD, etc.)","Developer, mobile","Employed, full-time","['C++', 'Java', 'JavaScript', 'Kotlin']","['Cloud Firestore', 'Firebase Realtime Database', 'SQLite']","['Firebase', 'Google Cloud']",['Angular'],['Unity 3D']
44630.0,25-34 years old,19,3,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Other (please specify):","Employed, full-time","['Bash/Shell', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Python', 'Ruby']",['Firebase Realtime Database'],"['AWS', 'Firebase', 'Google Cloud', 'Microsoft Azure']","['Flask', 'jQuery', 'Node.js', 'React.js']","['npm', 'Yarn']"
33923.0,18-24 years old,7,4,United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Student","Employed, full-time","['Bash/Shell', 'C#', 'Dart', 'Java', 'JavaScript', 'PHP', 'SQL']","['MariaDB', 'MySQL', 'SQLite']",['AWS'],[],[]
139616.0,45-54 years old,25,18,Switzerland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, full-stack","Employed, full-time","['Bash/Shell', 'JavaScript', 'TypeScript']","['MongoDB', 'Neo4j', 'PostgreSQL', 'Redis']",['Microsoft Azure'],"['FastAPI', 'React.js']","['Docker', 'Kubernetes', 'npm', 'Yarn']"
38388.0,55-64 years old,30,30,Belgium,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Engineer, data;Engineer, site reliability;Engineering manager;Project manager","Employed, full-time",['Delphi'],"['MySQL', 'SQLite']",[],[],[]
7740.0,25-34 years old,2,4,India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, desktop or enterprise applications;Developer, mobile;Product manager","Employed, full-time","['Dart', 'Python']","['Cassandra', 'Cloud Firestore', 'MySQL', 'Redis', 'SQLite']","['Firebase', 'Google Cloud']",['Django'],"['Docker', 'Homebrew', 'Kubernetes']"
502557.0,35-44 years old,25,16,United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Engineer, data;Developer, back-end;Engineering manager;Senior Executive (C-Suite, VP, etc.);Blockchain","Employed, full-time;Independent contractor, freelancer, or self-employed","['JavaScript', 'Python', 'Rust', 'TypeScript']",['PostgreSQL'],['AWS'],['Django'],['Docker']
64733.0,25-34 years old,6,3,Italy,Some college/university study without earning a degree,"Developer, back-end","Employed, full-time","['Java', 'SQL']","['IBM DB2', 'Microsoft SQL Server']",[],[],[]
185000.0,25-34 years old,8,7,United States of America,Some college/university study without earning a degree,"Developer, full-stack;Developer, mobile","Independent contractor, freelancer, or self-employed","['Dart', 'TypeScript']",['Cloud Firestore'],"['Firebase', 'Google Cloud']","['Angular', 'Node.js']",['npm']
194400.0,35-44 years old,12,10,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Engineering manager,"Employed, full-time;Independent contractor, freelancer, or self-employed","['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Python', 'Rust', 'SQL']","['Couchbase', 'CouchDB', 'Microsoft SQL Server', 'MongoDB', 'MySQL', 'PostgreSQL', 'Redis']","['AWS', 'Microsoft Azure']","['ASP.NET', 'ASP.NET Core ', 'Express', 'Node.js', 'Vue.js']","['Docker', 'Homebrew', 'Kubernetes']"
100000.0,25-34 years old,10,7,United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end","Employed, full-time","['C#', 'HTML/CSS', 'JavaScript', 'SQL']",['Microsoft SQL Server'],['Microsoft Azure'],"['Angular', 'Angular.js', 'ASP.NET', 'ASP.NET Core ']",['npm']
7512.0,25-34 years old,5,5,Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator","Employed, full-time","['C#', 'HTML/CSS', 'JavaScript', 'SQL']","['Microsoft SQL Server', 'MySQL']",['AWS'],"['ASP.NET', 'jQuery']",[]
107756.0,35-44 years old,19,16,Canada,"Associate degree (A.A., A.S., etc.)","Developer, full-stack;Developer, mobile","Employed, full-time","['HTML/CSS', 'Java', 'Swift', 'TypeScript']","['Elasticsearch', 'Oracle', 'PostgreSQL', 'Firebase Realtime Database', 'SQLite']","['AWS', 'Firebase']","['Angular', 'Node.js']","['Docker', 'Homebrew', 'npm', 'Yarn']"
926400.0,35-44 years old,22,12,New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Developer, full-stack;Developer, mobile;Database administrator;Cloud infrastructure engineer;System administrator","Employed, full-time","['C', 'C#', 'C++', 'Dart', 'HTML/CSS', 'JavaScript', 'PHP', 'TypeScript']","['Cloud Firestore', 'MariaDB', 'MySQL', 'PostgreSQL', 'Redis']","['AWS', 'Firebase', 'Google Cloud']","['Angular.js', 'ASP.NET', 'ASP.NET Core ', 'Gatsby', 'jQuery', 'Laravel', 'Node.js', 'React.js']","['Ansible', 'Docker']"
79983.0,25-34 years old,15,9,Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Developer, back-end","Employed, full-time","['Assembly', 'Bash/Shell', 'C', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'MATLAB', 'Python']",[],"['AWS', 'Microsoft Azure']",[],[]
51192.0,25-34 years old,14,10,Brazil,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack;Developer, back-end","Employed, full-time","['Bash/Shell', 'Go', 'HTML/CSS', 'JavaScript', 'PHP', 'SQL', 'TypeScript']","['MariaDB', 'PostgreSQL', 'Redis']","['AWS', 'DigitalOcean']","['Node.js', 'Vue.js']","['Ansible', 'Docker', 'npm', 'Terraform', 'Yarn']"
44796.0,25-34 years old,6,4,Estonia,Some college/university study without earning a degree,"Developer, front-end;Developer, full-stack","Employed, full-time","['HTML/CSS', 'Java', 'JavaScript', 'SQL']","['Elasticsearch', 'PostgreSQL']",['AWS'],"['Node.js', 'React.js']","['Docker', 'npm']"
101641.0,25-34 years old,11,8,Switzerland,Something else,"Developer, front-end;Developer, back-end;Developer, game or graphics","Employed, full-time;Independent contractor, freelancer, or self-employed","['C#', 'HTML/CSS', 'SQL']",['Microsoft SQL Server'],"['Google Cloud', 'Microsoft Azure']",['ASP.NET Core '],"['Docker', 'npm', 'Unity 3D', 'Unreal Engine']"
